﻿eid,title,title_en,description,description_en,latitude,longitude,type,start,stop,contributor
788202,"อุบัติเหตุ ถนนมิตรภาพ ขาเข้า","Accident at Mittraphap Rd.","07:33 น. ถนนมิตรภาพ ขาเข้า ก่อนถึงแยกโนนสูง จ.นครราชสีมา ประมาณ 2กม. รถชนกัน 5คัน ขวางช่องทางขวา การจราจรเคลื่อนตัวช้า 

Cr. JS100","Cars accident blocking the right lane, 2 Km. before Non Sung Intersection on inbound Mittraphap Rd. Don Wai Non Sung Nakhon Ratchasima.

Cr. JS100",15.116430194469,102.29862436652,3,"2023-01-03 07:40:28","2023-01-03 08:40:28",itic.pacharasrung
788203,"อุบัติเหตุ ถนนชัยพฤกษ์","Accident at Chaiyaphruek Rd.","ถนนชัยพฤกษ์ ขาเข้า บนต่างระดับชัยพฤกษ์-ราชพฤกษ์  จยย.ล้มเอง บาดเจ็บชาย 1 ราย  กู้ภัยกำลังช่วยเหลือ

Cr. Charlie Bangkok","Motorcycle accident blocking traffic lane on Chaiyaphruek-Ratchapruek on inbound Chaiyaphruek Rd.

Cr. Charlie Bangkok",13.928333385097,100.45249342918,3,"2023-01-03 07:47:22","2023-01-03 08:47:22",itic.pacharasrung
788204,"อุบัติเหตุ วงแหวนตะวันออก (ทล.9)","Accident at Outer Ring Road (East).","07.42 น. วงแหวนตะวันออก (ทล.9) มุ่งหน้าบางพลี กม.40+200 มีอุบัติเหตุ กีดขวางช่องทางขวา ท้ายแถวสะสม 1 กม. 

Cr. FM91trafficpro","Cars accident blocking the right lane on Outer Ring Road (East), Km.40+200 direct to Bangplee.

Cr. FM91trafficpro",13.845839495569,100.67262768745,3,"2023-01-03 08:08:52","2023-01-03 09:08:52",itic.pacharasrung
788205,"อุบัติเหตุ ถนนพิบูลสงคราม","Accident at Phibunsongkhram Rd.","ถนนพิบูลย์สงคราม หน้าโรงเรียนสตรีนนทบุรี จยย.ชนกัน 2 คัน บาดเจ็บชาย 1 ราย แผลถลอก ร่วมบางกรวยคันที่19 ช่วยเหลือนำส่ง รพ.เปาโลเกษตร พื้นที่ สภ.เมืองนนทบุรี

Cr. Charlie Bangkok","Motorcycles accident blocking traffic lane in front of Satrinonthaburi School on Phibunsongkhram Rd.

Cr. Charlie Bangkok",13.822032623126,100.50610810518,3,"2023-01-03 08:10:58","2023-01-03 09:10:58",itic.pacharasrung
788206,"เพลิงไหม้รถ ถนนพหลโยธิน","Fire at Phahon Yothin Rd.","ถนนพหลโยธิน หน้าปั๊มเอสโซ่ ก่อนถึงทางเข้าเมืองเอก เล็กน้อน เกิดเหตุเพลิงไหม้รถยนต์ จนท.ดับเพลิงเทศบาลนครรังสิตกำลังไปที่เกิดเหตุ

Cr. Charlie Bangkok","Fire on car in front of Esso gas station before the entrance of Muang Ake on outbound Phahon Yothin. 

Cr. Charlie Bangkok",13.967947697786,100.61903715134,15,"2023-01-03 08:50:39","2023-01-03 09:50:39",itic.pacharasrung
788207,"คืบหน้าอุบัติเหตุ วงแหวนตะวันออก (ทล.9)","Accident at Outer Ring Road (East)","คืบหน้ากรณีอุบัติเหตุ ทล.9 (บางปะอิน - บางพลี) กม.40+200 มุ่งหน้าบางพลี เจ้าหน้าที่ได้เคลื่อนย้ายรถออกจากจุดเกิดเหตุแล้ว เปิดการจราจรตามปกติ

Cr.@motorway_th","Update cars accident was moved out of locale on Outer Ring Road (East), Km.40+200 direct to Bangplee.

Cr.@motorway_th",13.845749648153,100.67260086536,3,"2023-01-03 09:19:45","2023-01-03 10:19:45",itic.pacharasrung
788208,"อุบัติเหตุ ถนนพระราม 5","Accident at Rama V Rd.","ถนนพระรามที่ 5 ปากซอยสินทรัพย์  `จยย.ชนกับรถยนต์นั่งส่วนบุคคล` บาดเจ็บชาย 1 ราย กู้ภัยกำลังช่วยเหลือ

Cr. Charlie Bangkok","Cars accident blocking traffic lane at the entrance of Soi Sinsup on Rama V Rd.

Cr. Charlie Bangkok",13.78686478826,100.5263762176,3,"2023-01-03 09:23:42","2023-01-03 10:23:42",itic.pacharasrung
788209,"อุบัติเหตุ ถนนพระราม 3","Accident at Rama III Rd.","10.11 น. ถนนพระราม 3 ขาเข้า เชิงทางขึ้นสะพานข้ามแยก ณ ระนอง รถปิคอัพกับรถจยย. ชนกัน ขวางช่องทางซ้าย การจราจรชะลอตัว

Cr. JS100","Cars accident blocking traffic lane on the way up to Na Ranong Overpass on inbound Rama III Rd.

Cr. JS100",13.716991386518,100.55742412806,3,"2023-01-03 10:19:45","2023-01-03 11:19:45",itic.pacharasrung
788210,"อุบัติเหตุ ถนนมิตรภาพ","Accident at Mittraphap Rd.","10.15 น. ถนนมิตรภาพ มุ่งหน้าสระบุรี ช่วงปากทางเขายายเที่ยง จ.นครราชสีมา รถชนกัน 6 คัน ขวางช่องทางขวา การจราจรชะลอตัว หลุดจากนี้ยังเคลื่อนตัวได้

Cr.@Mittraphap_Road","Cars accident blocking the right lane at the entrance of Khao Yai Thiang on Mittraphap Rd.

Cr.@Mittraphap_Road",14.791580259285,101.52651026845,3,"2023-01-03 10:32:18","2023-01-03 11:32:18",itic.pacharasrung
788211,"อุบัติเหตุ สะพานพระราม 3 ขาเข้า","Accident at Rama III Bridge","10:46 น. สะพานพระราม 3 ขาเข้า บริเวณเชิงทางลงสะพานพระราม 3 รถปิคอัพ ไม่ทราบคู่กรณี ขวางช่องทางซ้าย การจราจรเคลื่อนตัวช้า

Cr. JS100","Car accident blocking the left lane on the way down from Rama III Bridge on inbound Rama III Rd.

Cr. JS100",13.699841284494,100.49461349845,3,"2023-01-03 11:28:08","2023-01-03 12:28:08",itic.pacharasrung
788212,"อุบัติเหตุ ถนนพัฒนาการ","Accident at Phatthanakan Rd.","ถนนพัฒนาการ หน้าทรู ทาวเวอร์ 2 เกิดอุบัติเหตุ `จยย.ชนกับรถยนต์นั่งส่วนบุคคล` มีผู้ได้รับบาดเจ็บ 1 ราย

Cr. Charlie Bangkok","Cars accident blocking traffic lane in front of True Tower 2 on Phatthanakan Rd.

Cr. Charlie Bangkok",13.736883830885,100.6241427362,3,"2023-01-03 11:38:46","2023-01-03 12:38:46",itic.pacharasrung
788213,"อุบัติเหตุ ถนนพระราม 4","Accident at Rama IV Rd.","ถนนพระราม 4 หน้าศรีสวัสดิ์เงินติดล้อ สาขาคลองเตย เกิดอุบัติเหตุ `จยย.+จยย.` มีผู้ได้รับบาดเจ็บ 1 ราย

Cr. Charlie Bangkok","Motorcycles accident blocking traffic lane in front of Srisawat Ngern Tid Lor (Khlong Toei Branch) on Rama IV Rd.

Cr. Charlie Bangkok",13.720790479941,100.5573785305,3,"2023-01-03 11:45:48","2023-01-03 12:45:48",itic.pacharasrung
788214,"รถเสีย ถนนกาญจนาภิเษก (ถนนวงแหวนรอบนอกด้านตะวันตก) ขาออก","Car breakdown at Kanchana Phisek Rd. (Outer Ring Road (West))","ถนนกาญจนาภิเษก (ถนนวงแหวนรอบนอกด้านตะวันตก) ขาออก หน้าหมู่บ้านโกลเด้นแลนด์ รถยนต์นั่งส่วนบุคคล จอดเสียไม่ทราบระบบ จนท.กำลังเข้าไปช่วยเหลือ

Cr. Charlie Bangkok","Car breakdown blocking traffic lane in front of Golden Land Village on outbound Kanchana Phisek Rd. (Outer Ring Road (West))

Cr. Charlie Bangkok",13.791052178459,100.40968537331,1,"2023-01-03 11:48:42","2023-01-03 12:48:42",itic.pacharasrung
788215,"อุบัติเหตุ ถนนร่มเกล้า","Accident at Rom Klao Rd.","11:50 น. ถนนร่มเกล้า ขาออก บริเวณแยกตัดถ.เจ้าคุณทหาร รถบรรทุก เสียหลักพลิกตะแคง ขวางช่องทางขวา มีผู้บาดเจ็บติดภายใน 1คน การจราจรเคลื่อนตัวช้า

Cr. JS100","Truck accident blocking the right lane at intersection cut across with Chaokhun Thahan road on outbound Rom Klao Rd. 

Cr. JS100",13.755551410997,100.74630662799,3,"2023-01-03 11:54:04","2023-01-03 12:54:04",itic.pacharasrung
788216,"อุบัติเหตุ ถนนเทพรัตน ขาออก กม.15","Accident at Debaratna Rd.","ถนนเทพรัตน ขาออก กม.15 มีอุบัติเหตุ รถบรรทุก เสียหลักพลิกตะแคง กีดขวางการจราจร เลนซ้าย การจราจรชะลอตัว

Cr.สุริยัน แจ้งข่าวด่วนชลบุรี ระยอง การจราจร and รถติด","Car accident blocking the left lane on outbound Debaratana Rd. (Km.15)

Cr.สุริยัน แจ้งข่าวด่วนชลบุรี ระยอง การจราจร and รถติด",13.62156790252,100.73650047183,3,"2023-01-03 12:33:05","2023-01-03 13:33:05",itic.rattanakit
788217,"อุบัติเหตุ ถนนพัฒนาการ ขาเข้า","Accident at Phatthanakan Rd.","ถนนพัฒนาการ ขาเข้า หน้าอาคารทรูทาวเวอร์ มีอุบัติเหตุ จยย. ชนกับ รถนั่งส่วนบุคคล กีดขวางการจราจร

Cr.FM91trafficpro","Cars accident blocking traffic lane in front of True Tower on inbound Phatthanakan Rd.

Cr.FM91trafficpro",13.736852565023,100.62415614724,3,"2023-01-03 12:42:57","2023-01-03 13:42:57",itic.rattanakit
788218,"รถเสีย ถนนพญาไท","Car breakdown at Phayathai Rd.","ถนนพญาไท จากแยกราชเทวี - ก่อนถึงแยกปทุมวัน เล็กน้อย รถนั่งส่วนบุคคล จอดเสีย กีดขวางการจราจร เลนขวา การจราจรชะลอตัว

Cr.JS100","Car breakdown blocking the right lane before Pathum Wan Intersection on Phayathai Rd.

Cr.JS100",13.746883481725,100.53092390299,1,"2023-01-03 12:48:49","2023-01-03 13:48:49",itic.rattanakit
788219,"อุบัติเหตุ ถนนมอเตอร์เวย์ ขาเข้า กม.12+000","Accident at Motorway.","ถนนมอเตอร์เวย์ ขาเข้า กม.12+000 มีอุบัติเหตุ รถชนกัน กีดขวางการจราจร เลนขวา

Cr.FM91trafficpro","Cars accident blocking the right lane on inbound Motorway. (Km.12+000)

Cr.FM91trafficpro",13.729583138902,100.75592905283,3,"2023-01-03 13:32:29","2023-01-03 14:32:29",itic.rattanakit
788220,"ระวังสิ่งของตกหล่น ถนนมอเตอร์เวย์ ขาเข้า กม.86+600","Warning at Motorway.","ถนนมอเตอร์เวย์ ขาเข้า กม.86+600 มีสิ่งของตกหล่น กีดขวางการจราจร เลนขวาและเลนกลาง ผู้ใช้เส้นทางโปรดเพิ่มความระมัดระวัง

Cr.JS100","Caution! fallen objects blocking the right and middle lanes on inbound Motorway. (Km.86+600)

Cr.JS100",13.237013424694,100.99817678332,12,"2023-01-03 13:42:31","2023-01-03 14:42:31",itic.rattanakit
788221,"อุบัติเหตุ ซอยลาดพร้าว 96 (ซอยโชคชัย 2)","Accident at Soi Lad Phrao 96 (Soi Chokchai 2)","ซอยลาดพร้าว 96 เข้าซอยประมาณ 700 เมตร มีอุบัติเหตุ จยย. ชนกับ รถสาธารณะ มีผู้ได้รับบาดเจ็บ 1 ราย

Cr.ศูนย์ชาลีกรุงเทพ","Cars accident blocking traffic lane in Soi Lad Phrao 96.

Cr.ศูนย์ชาลีกรุงเทพ",13.777592349714,100.61264947057,3,"2023-01-03 14:21:36","2023-01-03 15:21:36",itic.rattanakit
788222,"รถเสีย ปากซอยเพชรบุรี 18 (ซอยศรีสุรุต)","Car breakdown at Soi Petchaburi 18 (Soi Sri Surut)","ปากซอยเพชรบุรี 18 มีรถประจำทาง จอดเสีย กีดขวางการจราจร 1 ช่องทาง จนท.อยู่ระหว่างดำเนินการเคลื่อนย้าย การจราจรติดขัด

Cr.FM91trafficpro","Car breakdown blocking traffic lane at the entrance of Soi Petchaburi 18.

Cr.FM91trafficpro",13.749914818396,100.53148180246,1,"2023-01-03 14:49:11","2023-01-03 15:49:11",itic.rattanakit
788223,"รถเสีย ถนนพระราม 2 ขาเข้า (ทางหลวงแผ่นดินหมายเลข 35)","Car breakdown at Rama II Rd. (National Highway 35)","ถนนพระราม 2 ขาเข้า ก่อนถึงซอยพระราม 2 ซอย 94 เล็กน้อย มีรถนั่งส่วนบุคคล จอดเสีย กีดขวางการจราจร เลนซ้าย ในช่องคู่ขนาน 

Cr.FM91trafficpro","Car breakdown blocking the left lane before Soi Rama II Soi 94 on inbound Rama II Rd.

Cr.FM91trafficpro",13.619569808737,100.38652315736,1,"2023-01-03 15:04:43","2023-01-03 16:04:43",itic.rattanakit
788224,"เพลิงไหม้ ซอยประชาร่วมใจ 31 (ซอยหมู่บ้านกฤษดานคร 25)","Fire at Soi Pracha Ruamchai 31 (Soi Muban Kritsada Nakhon 25)","เพลิงไหม้หญ้า ใกล้เคียงหมู่บ้านกฤษดานคร 25 ซอยประชาร่วมใจ 31 แขวงทรายกองดินใต้ เขตคลองสามวา เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางชันกำลังไปที่เกิดเหตุ

Cr.ศูนย์วิทยุพระราม199","Fire in Soi Pracha Ruamchai 31.

Cr.ศูนย์วิทยุพระราม199",13.838189319488,100.76483801007,15,"2023-01-03 15:39:44","2023-01-03 16:39:44",itic.rattanakit
788225,"อุบัติเหตุ ทางพิเศษบูรพาวิถี ขาออก","Accident at Burapha Withi Expressway.","ทางพิเศษบูรพาวิถี ขาออก เลยด่านชลบุรี เล็กน้อย มีอุบัติเหตุ รถชนกัน การจราจรติดขัด

Cr.FM91trafficpro","Cars accident blocking traffic lane past Chon Buri Toll Gate on outbound Burapha Withi Expressway.

Cr.FM91trafficpro",13.455653225461,100.99730104208,3,"2023-01-03 16:10:54","2023-01-03 17:10:54",itic.rattanakit
788226,"อุบัติเหตุ ถนนมิตรภาพ ขาเข้า","Accident at Mittraphap Rd.","ถนนมิตรภาพ ขาเข้า ก่อนถึงสำนักงานสรรพากรพื้นที่นครราชสีมา 2 เล็กน้อย มีอุบัติเหตุ รถนั่งส่วนบุคคล ชนกัน 3 คัน กีดขวางการจราจรในช่องทางพิเศษ การจราจรติดขัด

Cr.JS100","Cars accident blocking traffic lane before Nakhon Ratchasima Area Revenue Office 2 on inbound Mittraphap Rd.

Cr.JS100",14.677611468901,101.45873755217,3,"2023-01-03 16:19:27","2023-01-03 17:19:27",itic.rattanakit
788227,"อุบัติเหตุ ถนนบรมราชชนนี ขาเข้า","Accident at Boromratchachonnani Rd.","ถนนบรมราชชนนี ขาเข้า เลยแยกพุทธมณฑลสาย 3 เล็กน้อย มีอุบัติเหตุ รถกระบะ ชนกับ รถนั่งส่วนบุคคล กีดขวางการจราจร เลนขวา ในช่องทางด่วน

Cr.JS100","Cars accident blocking the right lane past Phutthamonthon Sai 3 Intersection on inbound Borommaratchachonnani Rd.

Cr.JS100",13.787609797545,100.36610350013,3,"2023-01-03 16:39:37","2023-01-03 17:39:37",itic.rattanakit
788228,"อุบัติเหตุ ถนนบรมราชชนนี ขาเข้า","Accident at Boromratchachonnani Rd.","ถนนบรมราชชนนี ขาเข้า เลยแยกพุทธมณฑลสาย 3 ประมาณ 200 เมตร มีอุบัติเหตุ รถนั่งส่วนบุคคล ชนกัน กีดขวางการจราจร เลนขวา ในช่องทางด่วน การจราจรชะลอตัว

Cr.JS100","Cars accident blocking the right lane , 200 M. past Phutthamonthon Sai 3 Intersection on inbound Borommaratchachonnani Rd.

Cr.JS100",13.787411823281,100.367911309,3,"2023-01-03 16:41:33","2023-01-03 17:41:33",itic.rattanakit
788229,"อุบัติเหตุ ถนนคลองหลวง","Accident at Khlong Luang Rd.","ถนนคลองหลวง มุ่งหน้า คลองห้า เลยแม็คโคร คลองหลวง เล็กน้อย มีอุบัติเหตุ รถชนกัน กีดขวางการจราจร เลนซ้าย การจราจรชะลอตัว 

Cr.JS100","Cars accident blocking the left lane past Makro Khlong Luang on Khlong Luang Rd.

Cr.JS100",14.065417286592,100.63436999917,3,"2023-01-03 16:44:15","2023-01-03 17:44:15",itic.rattanakit
788230,"รถเสีย ซอยจอมทอง 15 (ซอยถนอมกุลบุตร)","Car breakdown at Soi Chom Thong 15 (Soi Thanom Kunlabut)","ซอยจอมทอง 15 มีรถจอดเสีย กีดขวางการจราจร เลนซ้าย

Cr.FM91trafficpro","Car breakdown blocking the left lane in Soi Chom Thong 15.

Cr.FM91trafficpro",13.698159170304,100.47011017799,1,"2023-01-03 17:06:15","2023-01-03 18:06:15",itic.rattanakit
788231,"อุบัติเหตุ ถนนวิภาวดีรังสิต ขาเข้า","Accident at Vibhavadi Rangsit Rd.","ถนนวิภาวดีรังสิต ขาเข้า ก่อนถึงแยกหลักสี่ เล็กน้อย มีอุบัติเหตุ รถชนกัน 3 คัน กีดขวางการจราจร เลนขวา ในช่องทางด่วน การจราจรชะลอตัว

Cr.FM91trafficpro","Cars accident blocking the right lane before Lak Si Intersection on inbound Vibhavadi Rangsit Rd.

Cr.FM91trafficpro",13.884927637004,100.58211117983,3,"2023-01-03 17:08:45","2023-01-03 18:08:45",itic.rattanakit
788232,"เพลิงไหม้รถยนต์ คู่ขนานลอยฟ้าบรมราชชนนี ขาออก","Fire at Elevated Borommaratchachonnani.","เพลิงไหม้รถยนต์ คู่ขนานลอยฟ้าบรมราชชนนี ขาออก เหนือเซ็นทรัลปิ่นเกล้า แขวงอรุณอัมรินทร์ เขตบางกอกน้อย เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางขุนนนท์กำลังไปที่เกิดเหตุ

Cr.ศูนย์วิทยุพระราม199","Fire on car above Central Pinklao on outbound Elevated Borommaratchachonnani.

Cr.ศูนย์วิทยุพระราม199",13.778663016702,100.4768371582,15,"2023-01-03 17:41:17","2023-01-03 18:41:17",itic.rattanakit
788233,"อุบัติเหตุ ถนนรามอินทรา ขาออก","Accident at Rarm Inthra Rd.","ถนนรามอินทรา ขาออก บริเวณเชิงทางขึ้นสะพานข้ามแยกโรงพยาบาลนพรัตนราชธานี มีอุบัติเหตุ รถนั่งส่วนบุคคล ชนกัน กีดขวางการจราจร เลนซ้าย การจราจรชะลอตัว

Cr.FM91trafficpro","Car breakdown blocking the left lane on the way up to Nopparat Rajathanee Overpass on outbound Rarm Inthra Rd.

Cr.FM91trafficpro",13.816505726007,100.68575978279,3,"2023-01-03 17:45:12","2023-01-03 18:45:12",itic.rattanakit
788234,"ระวังคราบน้ำมัน คู่ขนานลอยฟ้าบรมราชชนนี","Warning at Elevated Boromratchachonnani.","18.05 น. คู่ขนานลอยฟ้าบรมราชชนนี ขาออก ช่วงเหนือเซ็นทรัล ปิ่นเกล้า มีคราบน้ำมัน หกรดผิวการจราจร เลนซ้าย ผู้ใช้เส้นทาง #โปรดเพิ่มความระมัดระวัง #รายงานจราจร 
.
Cr.สน.คู่ขนานลอยฟ้า","Caution due to oil spills in the left and right lanes above Central Pinklao on outbound Elevated Boromratchachonnani.

Cr.สน.คู่ขนานลอยฟ้า

Cr.ธน 71-16",13.778780242717,100.47679290175,12,"2023-01-03 18:25:06","2023-01-03 19:25:06",itic.sunisa
788236,"เพลิงไหม้ ร่มเกล้า 17 (ซอยท่าเรือ)","Fire at Rom Klao 17 (Soi Tha Ruea)","19.21 น. #เพลิงไหม้หญ้า หน้าบริษัทเอื้อวิทยา ซอยร่มเกล้า 17 แขวงคลองสามประเวศ เขตลาดกระบัง เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยร่มเกล้ากำลังไปที่เกิดเหตุ
.
Cr.ศูนย์วิทยุพระราม199","Fire in Soi Rom Klao 17 (Soi Tha Ruea) Khlong Sam Prawet Lat Krabang Bangkok.

Cr.ศูนย์วิทยุพระราม199",13.775346798636,100.75830549002,15,"2023-01-03 19:35:22","2023-01-03 20:35:22",itic.sunisa
788237,"รถติด ทางหลวงแผ่นดินหมายเลข 24 (ถนนเดชอุดม)","Heavy traffic  at National Highway 24 (Det Udom Rd.)","ถนน24 มุ่งหน้า จ.นครราชสีมา ช่วงนางรอง ขยับได้ทีละนิด #รถติด #รายงานจราจร 
.
Cr.Mittraphap_Road","Heavy traffic at Narong area on National Highway 24 (Det Udom Rd.), Nang Rong, Buri Ram.

Cr.Mittraphap_Road",14.633193814212,102.79958619823,10,"2023-01-03 19:51:34","2023-01-03 20:51:34",itic.sunisa
788238,"อุบัติเหตุ ถนนปู่เจ้าสมิงพราย","Accident at Puchao Saming Phrai Rd.","ถนนปู่เจ้าสมิงพราย ช่วงทางขึ้นสะพานภูมิพลอุบัติเหตุผู้รับบาดเจ็บ เจ้าหน้าที่อาสาสมัครอยู่ระหว่างตรวจสอบพื้นที่สำโรงใต้

Cr. กลุ่มจราจรและอุบัติเหตุ","Cars accident blocking traffic lane on the way up to Bhumipol Bridge on Puchao Saming Phrai Rd. 

Cr. กลุ่มจราจรและอุบัติเหตุ",13.655256920305,100.54110016632,3,"2023-01-03 20:15:05","2023-01-03 21:15:05",itic.sunisa
788239,"อุบัติเหตุ ถนนบรมราชชนนี","Accident at Boromratchachonnani Rd.","เก๋ง + จยย บาดเจ็บ 1 ราย ถนนบรมราชชนนี  ฝั่งตรงข้ามโรงพยาบาลสัตว์ตลิ่งชัน

Cr. ศูนย์วิทยุชาลี","Cars accident blocking traffic lane opposite Talingchan Animal Hospital on inbound Boromratchachonnani Rd. 

Cr. ศูนย์วิทยุชาลี",13.780542071074,100.44395745149,3,"2023-01-03 20:22:44","2023-01-03 21:22:44",itic.sunisa
788240,"อุบัติเหตุ ซอยลาดพร้าว 96 (ซอยโชคชัย 2)","Accident at Soi Lad Phrao 96 (Soi Chokchai 2)","ในซอยลาดพร้าว96 (700เมตร)	จยย.ชนกับรถยนต์นั่งสาธารณะ บาดเจ็บชาย1ราย 

Cr. ศูนย์วิทยุชาลี","Motorcycle accident in Soi Lad Phrao 96 (Soi Chokchai 2) .

Cr. ศูนย์วิทยุชาลี",13.777350081321,100.61282113194,3,"2023-01-03 20:24:26","2023-01-03 21:24:26",itic.sunisa
788241,"อุบัติเหตุ ซอยลาดพร้าว 122 (ซอยมหาดไทย)","Accident at Soi Lad Phrao 122 (Soi Mahadthai)","จยย.+เก๋ง บาดเจ็บ 1 ราย ภายในซอยลาดพร้าว 122 ใกล้เคียง แยก 18

Cr. ศูนย์วิทยุชาลี","Cars accident near Yaek 18, in Soi Lad Phrao 122 (Soi Mahadthai).

Cr. ศูนย์วิทยุชาลี",13.77312412523,100.62195579121,3,"2023-01-03 20:56:51","2023-01-03 21:56:51",itic.sunisa
788242,"รถเสีย ถนนราชดำริ","Car breakdown at Ratchadamri Rd.","ถนนราชดำริ หน้าเกษร ทาวเวอร์ มีรถจอดเสีย กีดขวางการจราจร เลนซ้าย

Cr.FM91trafficpro","Car breakdown blocking the left lane in front of Gaysorn Tower on Ratchadamri Rd.

Cr.FM91trafficpro",13.746036732628,100.54048866034,1,"2023-01-03 21:38:22","2023-01-03 22:38:22",itic.kittaya@gmail.com
788243,"เพลิงไหม้ ซอยกาญจนาภิเษก 9 แยก 2","Fire at Soi Kanchana Phisek 9 Yaek 2","เหตุเพลิงไหม้หญ้า ใกล้เคียงชุมชนสุขอนันต์ ซอยกาญจนาภิเษก 9 แยก 2 แขวงคันนายาว เขตคันนายาว เจ้าหน้าที่สถานีดับเพลิงและกู้ภัยบางชันกำลังไปที่เกิดเหตุ

Cr.ศูนย์วิทยุพระราม199","Fire in Soi Kanchana Phisek 9 Yaek 2.

Cr.ศูนย์วิทยุพระราม199",13.839884750431,100.67444622517,15,"2023-01-03 21:41:25","2023-01-03 22:41:25",itic.kittaya@gmail.com
788244,จราจร,"Car Breakdown","ต.บางระกำ อ.บางระกำ จ.พิษณุโลก 65140",กทม,16.749277752131,100.11894829106,1,"2023-01-03 22:01:00","2023-01-03 23:01:00",natvadee.duang@gmail.com
788245,จราจร,จราจร,"ต.บางระกำ อ.บางระกำ จ.พิษณุโลก 65140","ต.สามเรือน พิษณุโลก",16.749277752131,100.11894829106,1,"2023-01-02 22:06:00","2023-01-03 23:01:00",natvadee.duang@gmail.com
788246,"รถเสีย ถนนวิภาวดีรังสิต ขาออก","Car breakdown at Vibhavadi Rangsit Rd.","ถนนวิภาวดีรังสิต ขาออก ตรงข้ามสนามบินดอนเมือง มีรถจอดเสีย กีดขวางการจราจร เลนซ้าย

Cr.FM91trafficpro","Car breakdown blocking the left lane opposite Don Mueang Airport on outbound Vibhavadi Rangsit Rd.

Cr.FM91trafficpro",13.918541995068,100.60049638152,1,"2023-01-03 22:07:31","2023-01-03 23:07:31",itic.kittaya@gmail.com
788247,"น้ำท่วม ถนนพัฒนาการ ขาออก","Flood at Phatthanakan Rd.","ถนนพัฒนาการ ขาออก บริเวณอุโมงค์พัฒนาการ มีน้ำท่วมขัง

Cr.FM91trafficpro","Flooding on Phatthanakan Tunnel on outbound Phatthanakan Rd.

Cr.FM91trafficpro",13.736495612802,100.6158734858,6,"2023-01-03 22:42:58","2023-01-03 23:42:58",itic.kittaya@gmail.com
788248,"อุบัติเหตุ ถนนพหลโยธิน ขาออก","Accident at Phahon Yothin Rd.","ถนนพหลโยธิน ขาออก หน้าตลาดสะพานใหม่ มีอุบัติเหตุ จยย. ชนกับ รถจักรยาน มีผู้ได้รับบาดเจ็บเล็กน้อย 1 ราย 

Cr.ศูนย์ชาลีกรุงเทพ","Motorcycle accident blocking traffic lane in front of Saphan Mai Market on outbound Phahon Yothin Rd.

Cr.ศูนย์ชาลีกรุงเทพ",13.893767484519,100.60729041696,3,"2023-01-03 23:02:11","2023-01-04 00:02:11",itic.kittaya@gmail.com
788249,"อุบัติเหตุ ถนนงามวงศ์วาน ขาออก","Accident at Ngamwongwan Rd.","ถนนงามวงศ์วาน ขาออก กลางอุโมงค์เกษตร มีอุบัติเหตุ รถนั่งส่วนบุคคล เสียหลักชนขอบทาง กีดขวางการจราจร เลนกลาง

Cr.FM91trafficpro","Car accident blocking the middle lane on outbound Ngamwongwan Rd.

Cr.FM91trafficpro",13.839893865618,100.57502612472,3,"2023-01-03 23:20:58","2023-01-04 00:20:58",itic.kittaya@gmail.com
788250,"อุบัติเหตุ ถนนมิตรภาพ ขาเข้า","Accident at Mittraphap Rd.","`ตรงนี้ติดแบบนี้มา 35 ชม.แล้ว!!!  #รายงานจราจร เที่ยงคืนวันใหม่ 04/01/66 ถนนมิตรภาพ ขาเข้ากทม. ช่วง ต.กลางดง อ.ปากช่อง จ.นครราชสีมา ยังคงติดหนักมาก ยังมีปริมาณรถหนาแน่นเต็มทุกเลน รถเคลื่อนตัวได้ช้าสลับหยุดนิ่ง` 

Cr.FM 91","Heavy traffic on inbound Mittraphap Rd. Klang Dong Pak Chong Nakhon Ratchasima.

Cr.FM 91",14.636535128423,101.25506266952,3,"2023-01-04 00:41:54","2023-01-04 01:41:54",itic.nirat
788253,"อุบัติเหตุ ถนนเจ้าคุณทหาร","Accident at Chaokhun Thahan Rd.","03.00 น. ถนนเจ้าคุณทหาร ขาเข้ามุ่งหน้าถนนร่มเกล้า ก่อนข้ามแยกคลังสินค้า 100 เมตร รถนั่งส่วนบุคคล 2 คันชนกัน กีดขวางเลนซ้าย, ขวา

Cr.FM 91","Car accident blocking the left and right lanes, 100 M. before Warehouse Overpass on Chaokhun Thahan Rd.

Cr.FM 91",13.754798483671,100.75925096869,3,"2023-01-04 03:25:09","2023-01-04 04:25:09",itic.nirat
788255,"เหตุถูกยิงเสียชีวิต ถนนฉลองกรุง","Warning at Chalongkrung Rd.","เวลา 03.30 น. รับแจ้งจาก ม.ร่วมกตัญญู เหตุชายถูกยิงเข้าที่ศีรษะ บาดเจ็บสาหัส ริมถนนฉลองกรุง ระหว่างซอย 29-31 อาสากู้ชีพ-กู้ภัยเร่งทำ CPR แต่ไม่เป็นผล เสียชีวิตในเวลาต่อมา รายละเอียดอยู่ระหว่างตรวจสอบ 

Cr.FM 91","Gun shot crime between Soi 29-31 on Chalongkrung Rd. Lam Pla Thio Lat Krabang.

Cr.FM 91",13.755134565718,100.79738393426,12,"2023-01-04 04:16:28","2023-01-04 05:16:28",itic.nirat
